Банк;Финансовый рейтинг;Название вклада;Ставка (%);Минимальная сумма вклада (руб);Максимальная сумма вклада (руб);Минимальный срок вклада (дни);Максимальный срок вклада (дни);Возможность пополнения;Возможность расторжения;Частичное снятие;Выплата процентов;Капитализация;Возможность пролонгации;Условия снятия;Условия пополнения;Особые условия;Ссылка
ООО «банк Раунд»;175;Доходный;3.35;50000;;271;366;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;2.65;50000;;367;734;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;2.30;50000;;735;1101;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;3.20;1400000;;91;270;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;3.55;1400000;;271;366;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;2.95;1400000;;367;734;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;2.60;1400000;;735;1101;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;3.55;3000000;;91;270;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;3.90;3000000;;271;366;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;3.20;3000000;;367;734;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
ООО «банк Раунд»;175;Доходный;2.85;3000000;;735;1101;возможно, но есть ограничения;на льготных условиях;возможно;ежемесячно на счёт банковской карты;ежемесячно по выбору клиента;возможна;;['минимальная сумма срок внесения пополнения 10 000 рублей, 2 000 долларов', 'не позднее чем за 60 дней до окончания вклада'];;https://www.banki.ru/products/deposits/deposit/16140/
АО КБ «Соколовcкий»;361;Срочный (в конце срока);4.10;500000;;270;;нет;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19905/
АО КБ «Соколовcкий»;361;Срочный (в конце срока);4.40;500000;;360;;нет;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19905/
АО КБ «Соколовcкий»;361;Срочный (в конце срока);4.60;1000000;;270;;нет;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19905/
АО КБ «Соколовcкий»;361;Срочный (в конце срока);4.80;1000000;;360;;нет;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19905/
АО КБ «Соколовcкий»;361;Срочный (с дополнительными взносами);4.60;1000000;;360;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19907/
АО КБ «Соколовcкий»;361;Срочный (ежемесячно);4.30;1000000;;180;;нет;по ставке до востребования;невозможно;ежемесячно на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19906/
АО КБ «Соколовcкий»;361;Срочный (ежемесячно);4.40;1000000;;360;;нет;по ставке до востребования;невозможно;ежемесячно на текущий счёт;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19906/
КБ «Крокус-Банк» (ООО);234;Быстрый доход;4.60;100000;;180;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19888/
КБ «Крокус-Банк» (ООО);234;Быстрый доход;4.80;1400000;;180;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19888/
КБ «Крокус-Банк» (ООО);234;Ежемесячный доход;4.75;50000;;360;;возможно, но есть ограничения;по ставке до востребования;невозможно;ежемесячно на текущий счёт;нет;невозможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'в течение первых 30 дней срока вклада'];;https://www.banki.ru/products/deposits/deposit/19891/
КБ «Крокус-Банк» (ООО);234;Копилка;4.75;50000;;360;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'в течение первых 30 дней срока вклада'];;https://www.banki.ru/products/deposits/deposit/19890/
КБ «Крокус-Банк» (ООО);234;Добрая копилка;4.35;50000;;395;;возможно, но есть ограничения;на льготных условиях;невозможно;в конце срока;нет;невозможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'не позднее чем за 60 дней до окончания срока вклада'];;https://www.banki.ru/products/deposits/deposit/19893/
КБ «Крокус-Банк» (ООО);234;Инвестор Плюс;4.25;100000;;720;;возможно, но есть ограничения;на льготных условиях;невозможно;в конце срока;нет;невозможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'в течение первых 30 дней срока вклада'];;https://www.banki.ru/products/deposits/deposit/19894/
КБ «Крокус-Банк» (ООО);234;Моментальный доход;3.75;100000;;90;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19886/
КБ «Крокус-Банк» (ООО);234;Моментальный доход;3.85;1400000;;90;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19886/
КБ «Крокус-Банк» (ООО);234;Золотой кошелек;2.00;50000;;360;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;ежемесячно;возможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'не позднее 30 дней до окончания срока вклада'];;https://www.banki.ru/products/deposits/deposit/19889/
КБ «Крокус-Банк» (ООО);234;Золотой кошелек;2.85;200000;;360;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;ежемесячно;возможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'не позднее 30 дней до окончания срока вклада'];;https://www.banki.ru/products/deposits/deposit/19889/
КБ «Крокус-Банк» (ООО);234;Золотой кошелек;3.25;500000;;360;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;ежемесячно;возможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'не позднее 30 дней до окончания срока вклада'];;https://www.banki.ru/products/deposits/deposit/19889/
КБ «Крокус-Банк» (ООО);234;Золотой кошелек;3.75;1000000;;360;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;ежемесячно;возможна;;['минимальная сумма срок внесения пополнения 5 000 рублей', 'не позднее 30 дней до окончания срока вклада'];;https://www.banki.ru/products/deposits/deposit/19889/
АО «ИШБАНК»;164;Срочный;2.25;10000;;31;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;3.25;10000;;91;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;3.75;10000;;181;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.30;10000;;276;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.40;10000;;367;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.65;10000;;732;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.65;10000;;1097;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;2.50;100000;;31;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;3.50;100000;;91;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.00;100000;;181;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.35;100000;;276;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.45;100000;;367;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.70;100000;;732;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.70;100000;;1097;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;2.75;1000000;;31;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;3.75;1000000;;91;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.25;1000000;;181;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.40;1000000;;276;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.50;1000000;;367;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.75;1000000;;732;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.75;1000000;;1097;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;3.00;3000000;;31;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.00;3000000;;91;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.40;3000000;;181;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.50;3000000;;276;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.55;3000000;;367;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.80;3000000;;732;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Срочный;4.80;3000000;;1097;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19760/
АО «ИШБАНК»;164;Накопительный;2.25;250000;;31;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Накопительный;3.00;250000;;91;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Накопительный;3.50;250000;;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Накопительный;4.00;250000;;276;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Накопительный;4.25;250000;;367;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Накопительный;4.50;250000;;732;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Накопительный;4.50;250000;;1097;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19761/
АО «ИШБАНК»;164;Комфортный;4.20;250000;;367;;возможно;по ставке до востребования;возможно, но есть ограничения;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19762/
АО «ИШБАНК»;164;Пенсионный;4.20;250000;;367;;возможно;по ставке до востребования;возможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19763/
ООО «Инбанк»;148;Конструктор Симпл;3.30;5000000;;31;60;нет;по ставке до востребования;невозможно;ежемесячно;ежемесячно по выбору клиента;возможна;;;['по вкладу предусмотрены дополнительные опции возможность пополнения и частичного снятия до суммы неснижаемого остатка  величина процентной ставки и условия по вкладу зависят от выбранных дополнительных опций по вкладу, при этомвеличина процентной ставки в евро не может быть ниже 0,05, в долларах США  не ниже 0,25 годовых независимо от выбранных опций по вкладу', 'комиссия за открытие текущего счета ко вкладу  6 000 рублей', 'комиссия за обслуживание счета  1 000 рублей ежемесячно'];https://www.banki.ru/products/deposits/deposit/19060/
ООО «Инбанк»;148;Конструктор Симпл;3.80;5000000;;61;90;нет;по ставке до востребования;невозможно;ежемесячно;ежемесячно по выбору клиента;возможна;;;['по вкладу предусмотрены дополнительные опции возможность пополнения и частичного снятия до суммы неснижаемого остатка  величина процентной ставки и условия по вкладу зависят от выбранных дополнительных опций по вкладу, при этомвеличина процентной ставки в евро не может быть ниже 0,05, в долларах США  не ниже 0,25 годовых независимо от выбранных опций по вкладу', 'комиссия за открытие текущего счета ко вкладу  6 000 рублей', 'комиссия за обслуживание счета  1 000 рублей ежемесячно'];https://www.banki.ru/products/deposits/deposit/19060/
ООО «Инбанк»;148;Конструктор Симпл;4.30;5000000;;91;180;нет;по ставке до востребования;невозможно;ежемесячно;ежемесячно по выбору клиента;возможна;;;['по вкладу предусмотрены дополнительные опции возможность пополнения и частичного снятия до суммы неснижаемого остатка  величина процентной ставки и условия по вкладу зависят от выбранных дополнительных опций по вкладу, при этомвеличина процентной ставки в евро не может быть ниже 0,05, в долларах США  не ниже 0,25 годовых независимо от выбранных опций по вкладу', 'комиссия за открытие текущего счета ко вкладу  6 000 рублей', 'комиссия за обслуживание счета  1 000 рублей ежемесячно'];https://www.banki.ru/products/deposits/deposit/19060/
ООО «Инбанк»;148;Конструктор Симпл;4.55;5000000;;181;366;нет;по ставке до востребования;невозможно;ежемесячно;ежемесячно по выбору клиента;возможна;;;['по вкладу предусмотрены дополнительные опции возможность пополнения и частичного снятия до суммы неснижаемого остатка  величина процентной ставки и условия по вкладу зависят от выбранных дополнительных опций по вкладу, при этомвеличина процентной ставки в евро не может быть ниже 0,05, в долларах США  не ниже 0,25 годовых независимо от выбранных опций по вкладу', 'комиссия за открытие текущего счета ко вкладу  6 000 рублей', 'комиссия за обслуживание счета  1 000 рублей ежемесячно'];https://www.banki.ru/products/deposits/deposit/19060/
ООО «Инбанк»;148;Конструктор Симпл;4.80;5000000;;367;732;нет;по ставке до востребования;невозможно;ежемесячно;ежемесячно по выбору клиента;возможна;;;['по вкладу предусмотрены дополнительные опции возможность пополнения и частичного снятия до суммы неснижаемого остатка  величина процентной ставки и условия по вкладу зависят от выбранных дополнительных опций по вкладу, при этомвеличина процентной ставки в евро не может быть ниже 0,05, в долларах США  не ниже 0,25 годовых независимо от выбранных опций по вкладу', 'комиссия за открытие текущего счета ко вкладу  6 000 рублей', 'комиссия за обслуживание счета  1 000 рублей ежемесячно'];https://www.banki.ru/products/deposits/deposit/19060/
ООО «Инбанк»;148;Конструктор Симпл;4.30;5000000;;733;1096;нет;по ставке до востребования;невозможно;ежемесячно;ежемесячно по выбору клиента;возможна;;;['по вкладу предусмотрены дополнительные опции возможность пополнения и частичного снятия до суммы неснижаемого остатка  величина процентной ставки и условия по вкладу зависят от выбранных дополнительных опций по вкладу, при этомвеличина процентной ставки в евро не может быть ниже 0,05, в долларах США  не ниже 0,25 годовых независимо от выбранных опций по вкладу', 'комиссия за открытие текущего счета ко вкладу  6 000 рублей', 'комиссия за обслуживание счета  1 000 рублей ежемесячно'];https://www.banki.ru/products/deposits/deposit/19060/
АО «РУНА-БАНК»;338;Максимально разрешенный фиксированный;2.78;30000;;91;;нет;на льготных условиях;невозможно;ежемесячно на текущий счёт или на счёт банковской карты;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19892/
АО «РУНА-БАНК»;338;Максимально разрешенный фиксированный;3.33;30000;;181;;нет;на льготных условиях;невозможно;ежемесячно на текущий счёт или на счёт банковской карты;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19892/
АО «РУНА-БАНК»;338;Максимально разрешенный фиксированный;3.78;30000;;271;;нет;на льготных условиях;невозможно;ежемесячно на текущий счёт или на счёт банковской карты;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19892/
АО «РУНА-БАНК»;338;Максимально разрешенный фиксированный;4.78;30000;;365;;нет;на льготных условиях;невозможно;ежемесячно на текущий счёт или на счёт банковской карты;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19892/
АО «РУНА-БАНК»;338;Капиталист;2.00;10000;;31;;нет;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/20350/
АО «РУНА-БАНК»;338;Капиталист;3.00;10000;;91;;нет;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/20350/
АО «РУНА-БАНК»;338;Капиталист;3.20;10000;;181;;нет;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/20350/
АО «РУНА-БАНК»;338;Капиталист;3.80;10000;;271;;нет;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/20350/
АО «РУНА-БАНК»;338;Капиталист;4.50;10000;;365;;нет;по ставке до востребования;невозможно;в конце срока;ежемесячно;невозможна;;;;https://www.banki.ru/products/deposits/deposit/20350/
АО «РУНА-БАНК»;338;Умный кошелек;4.00;100000;;360;;возможно, но есть ограничения;по ставке до востребования;возможно;ежемесячно;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19885/
ПАО «Бест Эффортс Банк»;205;Сбережение;4.00;50000;;31;;возможно, но есть ограничения;по ставке до востребования;невозможно;ежемесячно на текущий счёт;ежемесячно по выбору клиента;возможна;;;;https://www.banki.ru/products/deposits/deposit/19942/
ПАО «Бест Эффортс Банк»;205;Сбережение;4.25;50000;;61;;возможно, но есть ограничения;по ставке до востребования;невозможно;ежемесячно на текущий счёт;ежемесячно по выбору клиента;возможна;;;;https://www.banki.ru/products/deposits/deposit/19942/
ПАО «Бест Эффортс Банк»;205;Сбережение;4.25;50000;;91;;возможно, но есть ограничения;по ставке до востребования;невозможно;ежемесячно на текущий счёт;ежемесячно по выбору клиента;возможна;;;;https://www.banki.ru/products/deposits/deposit/19942/
ПАО «Бест Эффортс Банк»;205;Сбережение;4.50;50000;;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;ежемесячно на текущий счёт;ежемесячно по выбору клиента;возможна;;;;https://www.banki.ru/products/deposits/deposit/19942/
ПАО «Бест Эффортс Банк»;205;Сбережение;4.75;50000;;365;;возможно, но есть ограничения;по ставке до востребования;невозможно;ежемесячно на текущий счёт;ежемесячно по выбору клиента;возможна;;;;https://www.banki.ru/products/deposits/deposit/19942/
ПАО «Бест Эффортс Банк»;205;Универсальный;4.25;500000;;7;;нет;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19943/
ПАО «Бест Эффортс Банк»;205;Универсальный;4.50;500000;;31;;нет;по ставке до востребования;невозможно;в конце срока на текущий счёт;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/19943/
КБ «АКРОПОЛЬ» АО;337;Доходный;3.25;100000;;31;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19878/
КБ «АКРОПОЛЬ» АО;337;Доходный;3.75;100000;;91;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19878/
КБ «АКРОПОЛЬ» АО;337;Доходный;4.25;100000;;181;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19878/
КБ «АКРОПОЛЬ» АО;337;Доходный;4.75;100000;;365;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19878/
КБ «АКРОПОЛЬ» АО;337;Доходный;4.65;100000;;730;;нет;по ставке до востребования;невозможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19878/
КБ «АКРОПОЛЬ» АО;337;Доходный+;3.65;100000;;91;;нет;по ставке до востребования;невозможно;ежемесячно;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19879/
КБ «АКРОПОЛЬ» АО;337;Доходный+;4.15;100000;;181;;нет;по ставке до востребования;невозможно;ежемесячно;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19879/
КБ «АКРОПОЛЬ» АО;337;Доходный+;4.60;100000;;365;;нет;по ставке до востребования;невозможно;ежемесячно;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19879/
КБ «АКРОПОЛЬ» АО;337;Доходный+;4.50;100000;;730;;нет;по ставке до востребования;невозможно;ежемесячно;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19879/
КБ «АКРОПОЛЬ» АО;337;Ликвидный;3.75;150000;;181;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19881/
КБ «АКРОПОЛЬ» АО;337;Ликвидный;4.00;150000;;365;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19881/
КБ «АКРОПОЛЬ» АО;337;Ликвидный;3.85;150000;;730;;возможно, но есть ограничения;по ставке до востребования;возможно;в конце срока;нет;невозможна;;;;https://www.banki.ru/products/deposits/deposit/19881/
ПАО «Почта Банк»;23;Удачный сезон;4.50;100000;;367;;возможно;по ставке до востребования;невозможно;в конце срока;нет;нет данных;;;;https://www.banki.ru/products/deposits/deposit/20450/
ПАО «Почта Банк»;23;Удачный сезон;4.75;100000;;546;;возможно;по ставке до востребования;невозможно;в конце срока;нет;нет данных;;;;https://www.banki.ru/products/deposits/deposit/20450/
ПАО «Почта Банк»;23;Умный доход;4.25;50000;;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;нет данных;;;;https://www.banki.ru/products/deposits/deposit/20535/
ПАО «Почта Банк»;23;Почтовый;3.90;50000;100000000;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/18178/
ПАО «Почта Банк»;23;Почтовый;4.00;50000;100000000;367;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/18178/
ПАО «Почта Банк»;23;Капитальный;3.70;50000;;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
ПАО «Почта Банк»;23;Капитальный;3.80;50000;;367;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
ПАО «Почта Банк»;23;Капитальный;3.70;50000;;546;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
ПАО «Почта Банк»;23;Капитальный;3.90;100000;;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
ПАО «Почта Банк»;23;Капитальный;4.00;100000;;367;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
ПАО «Почта Банк»;23;Капитальный;3.90;100000;;546;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
ПАО «Почта Банк»;23;Капитальный;3.90;500000;;181;;возможно, но есть ограничения;по ставке до востребования;невозможно;в конце срока;нет;возможна;;;;https://www.banki.ru/products/deposits/deposit/15091/
